Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
"Nanaks Landscaping, LLC",3311409,0,0,Florida,02/22/2021,Expired,Div 32 - Sitework,3/31/2022,6/1/2022,1/10/2023,1,1,1,1,1,1,1,1,1,YES,lisa@nanaks.com,998 S. Military Trail,Deerfield Beach,FL,33442,04/30/2022,89561,,NANAKSLAND_59-1787737\2021,591787737,NULL,NULL,NULL,NULL,NULL,21053a212756,1,1,4,N,,33368,3311409,480000
Davidson Excavating & Grading LLC,3313596,0,0,Carolinas,04/09/2015,Expired,Div 02 - Site Conditions,8/31/2017,10/19/2017,5/29/2019,1,1,1,1,1,1,1,1,1,Yes,davidsonex@embarqmail.com,5766 Ridgeville Road,Prospect Hill,North Carolina,27314,04/30/2016,0,,DAVIDSONEX_47-1447979\2015,471447978,2.363095,1.952380,2.250000,1.750000,3.500000,NULL,0,0,2,Y,KWeber,11711,3313596,400000
"Arrow Acoustics, Inc.",3318822,400000,600000,California,04/06/2019,Expired,Div 09 - Finishes,3/18/2020,5/1/2020,7/13/2022,1,1,1,1,1,1,1,1,1,YES,susan.d@arrowacoustics.net,26478 Montana Way,Hayward,CA,94544,04/30/2020,0,SB,ARROWACOUS_94-1665922\2019,941665922,NULL,NULL,NULL,NULL,NULL,19096a192176,4,0,4,N,,27858,3318822,0
DIFFCO LLC,3320657,1500000,2000000,Texas,07/16/2019,Negotiating,Div 02 - Site Conditions,7/17/2019,8/5/2019,4/28/2021,1,1,1,1,1,1,1,1,1,YES,heather@diffcollc.com,22502 Kobs Road,Tomball,TX,77377,04/30/2018,0,,DIFFCOLLC_81-1228916\2017,201562447,4.450000,4.800000,5.000000,4.000000,4.000000,19197a184936,4,0,4,N,,29292,3320657,0
A & D Fire Sprinklers Inc.,3325550,1250000,1750000,California,05/25/2018,Expired,Div 21 - Fire Suppresion,4/1/2019,5/7/2019,2/10/2021,1,1,1,1,1,1,1,1,1,YES,tambridge@adfiresprinklers.com,7130 Convoy Court,San Diego,CA,92111,04/30/2019,0,Fed Small;MOB;SBE,ADFIRESPRI_57-1191343\2019,571191343,NULL,NULL,NULL,NULL,NULL,18145a154126,3,0,3,N,,25274,3325550,0
"Lassiter, Inc",3326576,500000,500000,Texas,04/19/2022,Expired,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,angela@lassiterinc.com,4426 State Highway 276,Rockwall,TX,75032,04/30/2024,0,HUbZone;WOB,LASSITERIN_75-2402575\2022,752402575,3.541488,3.192982,3.000000,2.972972,5.000000,22109a301186,4,0,8,N,,36957,3326576,0
A-1 Glass and Aluminum,3328154,2000000,3500000,Carolinas,02/12/2018,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Stephb@a1glassnc.com,6161 McDaniel Lane,Charlotte,North Carolina,28213,04/30/2025,0,MBE,AGLASSANDA_26-1384289\2016,261384289,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,N,,18358,3328154,0
Collins Plumbing Inc.,3330644,1750000,3000000,California,02/01/2023,Expired,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,officeadmin@collinsplumbing.com,440 Highland Ave,El  Cajon,CA,92020,12/31/2023,0,SB,COLLINSPLU_95-3403322\2023,953403322,4.615740,4.625000,4.666666,4.555555,0.000000,23032a318936,1,0,1,N,,38864,3330644,0
Architectural Elements LLC,3332023,800000,1250000,Washington,06/23/2022,Negotiating,Div 05 - Metals,6/24/2022,7/13/2022,1/17/2023,1,1,1,1,1,1,1,1,1,YES,stephanie.o@arch-ele.com,2126 East Bakerview Road,Bellingham,WA,98226,04/30/2022,0,SBE,ARCHITECTU_74-3258972\2021,743258972,NULL,NULL,NULL,NULL,NULL,22174a307776,2,0,6,N,,37806,3332023,0
"Nagelbush Mechanical, Inc.",3332760,25000000,35000000,Florida,09/14/2021,Expired,Div 15 - Mechanical,4/19/2022,6/8/2022,11/29/2022,1,1,1,1,1,1,1,1,1,YES,rhilton@nagelbush.com,5101 NW 21st Avenue,Fort Lauderdale,FL,33309,04/30/2022,0,,NAGELBUSHM_65-0774762\2021,650774762,NULL,NULL,NULL,NULL,NULL,21257a23886,4,0,1,N,,35671,3332760,0
Clark Steel Fabricators Inc.,3332775,3000000,3500000,California,03/03/2021,Expired,Div 05 - Metals,2/21/2022,4/26/2022,NULL,0,0,0,0,0,0,0,0,0,YES,kim@clarksteelfab.com,12610 Vigilante Road,Lakeside,CA,92040,02/28/2022,0,Fed WOB;SBA,CLARKSTEEL_95-3529177\2021,953529177,NULL,NULL,NULL,NULL,NULL,21062a260756,2,0,3,N,,33458,3332775,0
"KYA Services, LLC",3333331,2500000,5000000,California,05/18/2022,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,trinity.lott@thekyagroup.com,1800 E McFadden,Santa Ana,CA,92705,04/30/2025,1439022,,KYASERVICE_46-2267568\2022,462267568,3.063491,2.857142,3.333333,3.000000,0.000000,22138a306116,4,1,9,N,,37444,3333331,0
"Above All Caulking & Waterproofing, Inc",3334673,1000000,2000000,Florida,02/16/2023,Negotiating,Div 07 - Thermal and Moisture Protection,3/21/2023,5/1/2023,8/9/2023,0,1,0,0,1,0,1,1,0,YES,sittemail@aboveallcaulk.com,4150 114th Terrace N.,Clearwater,FL,33762,04/30/2018,0,,ABOVEALLCA_59-3790848\2017,593790848,NULL,NULL,NULL,NULL,NULL,23047a4266,1,0,1,N,,38927,3334673,0
Enterprise Precast Concrete of Texas,3334684,4000000,7500000,Texas,07/25/2019,Expired,Div 03 - Concrete,4/8/2020,10/1/2020,8/3/2022,1,1,1,1,1,1,1,1,1,YES,dbobbitt@enterpriseprecast.com,800 North Interstate 45,Corsicana,TX,75110,04/30/2020,0,Fed Small,ENTERPRISE_45-4070992\2019,454070992,3.181159,3.391304,3.000000,3.333333,3.000000,19206a211696,2,0,5,N,,29396,3334684,0
"Southwest Underlayment Concepts, Inc",3335107,800000,800000,Texas,09/20/2018,Expired,Div 03 - Concrete,8/20/2019,9/19/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,joe@swunderlayment.com,"14475 Old Denton Rd, Suite 300",Roanoke,TX,76262,08/31/2019,0,,SOUTHWESTU_46-3848551\2019,463848551,3.880952,3.761904,2.928571,3.833333,5.000000,18263a174816,3,0,6,N,,26299,3335107,0
"Carros Metal Concepts, Inc.",3336073,3500000,5500000,Georgia,04/07/2022,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,mike@carrosmetal.com,2525 Richardson Road,Villa Rica,GA,30180,04/30/2025,5288557,SB,CARROSMETA_38-3641116\2022,383641116,2.898878,3.041666,3.400000,3.153846,2.000000,22097a292806,4,2,15,N,,36728,3336073,0
"E2 Mechanical & Industrial Refrigeration, LLC",3336142,2000000,3000000,Carolinas,04/04/2022,Expired,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jchertoff@e2mechanical.com,4933,Charlotte,NC,28216,04/30/2023,0,WOB,EMECHANICA_30-0021918\2022,300021918,NULL,NULL,NULL,NULL,NULL,22094a295326,2,0,2,N,,36673,3336142,0
"Unified Door & Hardware Group, LLC",3339551,5000000,7000000,California,04/27/2022,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ssteever@udhgroup.com,1650 SUCKLE HIGHWAY,PENNSAUKEN,NJ,08110,04/30/2025,8398125,,UNIFIEDDOO_46-4239910\2022,464239910,NULL,NULL,NULL,NULL,NULL,22117a299956,2,7,19,N,,37109,3339551,0
"One Source Building Services, Inc.",3342308,3000000,5000000,Texas,09/02/2022,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,brandon@osbscorp.com,1301 Summit Avenue Suite #6,Plano,TX,75074,04/30/2025,750800,,ONESOURCEB_27-3558734\2022,273558734,5.000000,5.000000,5.000000,5.000000,0.000000,22245a314486,4,1,9,N,,38246,3342308,0
Superscapes OpCo LLC,3345131,2000000,4000000,Texas,08/19/2021,Finaled,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ar@superscapes.net,"1500 Capital Dr,",Carrollton,TX,75006,04/30/2025,215269,,SUPERSCAPE_02-0618510\2021,020618510,NULL,NULL,NULL,NULL,NULL,21231a283406,3,1,4,N,,35524,3345131,0
"Bargreen Ellingson, Inc.",3357620,2500000,4000000,Washington,04/29/2021,Finaled,Div 06 - Carpentry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Nbeightol@bargreen.com,6626 Tacoma Mall Blvd Suite b,Tacoma,WA,98409,04/30/2025,5012,,BARGREENEL_91-0715309\2021,910715309,3.774216,3.814814,3.666666,3.615384,4.000000,21119a268006,4,3,27,N,,34505,3357620,0
"STR Mechanical, LLC",3366831,400000,400000,Carolinas,03/06/2020,Expired,Div 23 - HVAC,1/21/2021,2/24/2021,1/4/2023,1,1,1,1,1,1,1,1,1,YES,chrislandreth@strmechanical.com,6017 Brookshire Blvd,Charlotte,NC,28216,01/31/2021,0,,STRMECHANI_20-8664049\2020,208664049,NULL,NULL,NULL,NULL,NULL,20066a223686,0,0,1,N,,30502,3366831,0
Millbrae Glass LTD dba Capitol Glass Company,3367838,2000000,4000000,California,06/27/2022,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,melisa@capitolglasscompany.com,2112 American Avenue,Hayward,California,94545,04/30/2024,0,,MILLBRAEGL_94-2597414\2022B,942597414,1.895024,2.114285,2.076923,1.888888,1.500000,22178a310006,3,0,4,N,,37827,3367838,0
Della Maggiore Tile Inc.,3368405,1500000,3000000,California,07/22/2020,Expired,Div 09 - Finishes,4/14/2021,5/5/2021,11/29/2022,1,1,1,1,1,1,1,1,1,YES,julie@dellamaggiore.com,87 N. 30TH STREET,SAN JOSE,CA,95020,04/30/2021,0,,DELLAMAGGI_94-2406973\2020,942406973,NULL,NULL,NULL,NULL,NULL,20204a211806,1,0,4,N,,32274,3368405,0
"King Steel, Inc.",3368844,5000000,6500000,Georgia,04/29/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,gtilley@kingsteelinc.net,353 Swanson Drive,Lawrenceville,Georgia,30043,04/30/2024,0,,KINGSTEELI_58-1871584\2021,581871584,3.767986,3.869565,3.285714,3.916666,4.000000,22119a303546,4,0,7,N,,37178,3368844,0
Berkeley Cement Incorporated,3378665,4000000,6000000,California,12/06/2019,Expired,Div 03 - Concrete,5/3/2020,8/27/2020,11/17/2023,0,1,0,0,0,0,0,0,0,YES,john.sullivan@bciconcrete.com,1200 Sixth Street,Berkeley,California,94710,08/31/2020,0,,BERKELEYCE_94-1577270\2019,941577270,NULL,NULL,NULL,NULL,NULL,19340a220226,1,0,2,N,,30105,3378665,0
"Dennis Taylor and Company, Inc.",3382101,5000000,8000000,Georgia,06/24/2020,Finaled,Div 31 - Earthwork,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,YES,stbalkcom@dennistaylor.com,1420 Oakland Road,Lawrenceville,GA,30044,04/30/2025,4466821,,DENNISTAYL_58-1281486\2020,581281486,2.861111,2.250000,4.000000,2.333333,0.000000,20176a242646,3,3,6,N,,32113,3382101,0
Nations Roof of Carolina LLC,3384779,2000000,3500000,Carolinas,11/03/2020,Negotiating,Div 07 - Thermal and Moisture Protection,4/14/2021,5/5/2021,1/4/2023,1,1,1,1,1,1,1,1,1,YES,smiller@nationsroof.com,"1859 Lindbergh Street, Suite 500",Charlotte,NC,28208,04/30/2021,0,,NATIONSROO_20-5757234\2020,205757234,2.273809,2.428571,2.000000,2.666666,2.000000,20308a253256,2,0,3,N,,32835,3384779,0
"Kyne Construction, Inc.",3393281,1500000,2500000,California,06/07/2022,Expired,Div 33 - Utilities,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,a.anderson@kyneconstructioninc.com,971 Industrial Pl.,El Cajon,CA,92020,04/30/2023,102356,Fed Small;Fed WOB;SBE;WOSB,KYNECONSTR_20-2849443\2022,202849443,NULL,NULL,NULL,NULL,NULL,22158a305826,2,1,3,N,,37645,3393281,0
H.L. Moe Co. Inc.,3398444,2000000,4000000,California,05/27/2022,Expired,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,csullens@moeplumbing.com,526 Commercial Street,Glendale,CA,91203,04/30/2024,0,,HLMOECOINC_95-2466608\2022,952466608,3.812500,4.250000,4.000000,4.000000,3.000000,22147a295136,1,0,3,N,,37575,3398444,0
Sheldon Mechanical Corporation,3398726,2000000,4000000,California,02/08/2021,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,logan@sheldonmech.com,26015 Avenue Hall,Santa Clarita,California,91355,02/28/2025,0,,SHELDONMEC_95-3929213\2015,953929213,2.960069,2.812500,3.000000,2.777777,3.250000,21039a259106,2,0,3,N,,33292,3398726,0
"Dirt Road, Inc. dba Choate USA",3399887,1500000,2500000,Texas,07/03/2020,Expired,Div 31 - Earthwork,4/15/2021,8/10/2021,9/14/2021,1,1,1,1,1,1,1,1,1,YES,suzannem@choateusa.com,6505 W Park Blvd Ste 306-359,Plano,TX,75093,05/31/2021,4053,,CHOATEUSA_06-1719381\2020,061719381,3.500000,4.000000,3.000000,0.000000,0.000000,20185a231626,4,1,10,N,,32182,3399887,0
"RPE Contracting, Inc.",3404069,7500000,10000000,Carolinas,04/29/2020,Expired,Div 22 - Plumbing,8/25/2022,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,scott.rivers@rpecontracting.com,147 Aberdeen Drive,Florence,SC,29501,05/31/2021,10116,,RIVERSPLUM_62-1080823\2020,621080823,3.443948,3.650793,3.500000,3.625000,3.000000,20120a233626,4,3,59,N,,31403,3404069,0
"JFK Electrical Contracting Enterprises, Inc.",3406123,2000000,4000000,Arizona,03/03/2022,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,dkrecek@jfkelectric.com,1439 W San Angelo Street,Gilbert,AZ,85233,01/31/2025,0,,JFKELECTRI_86-0645551\2022,860645551,2.819444,3.125000,2.750000,2.583333,0.000000,22062a293086,2,0,7,N,,36385,3406123,0
"Southcoast Acoustical Interiors, Inc.",3406132,1500000,3000000,California,03/18/2022,Finaled,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,supportrep1@socoast.us,14980 Hilton Dr.,Fontana,CA,92336,04/30/2025,307429,DBE;MOB,SOUTHCOAST_33-0958863\2022,330958863,2.429932,2.304347,2.800000,2.615384,2.000000,22077a294376,4,4,17,N,,36463,3406132,0
Cloud 9 Services dba Fender Marine Construction,3408797,4000000,5000000,Florida,06/22/2020,Expired,Div 35 - Marine and Waterway Construction,4/15/2021,8/10/2021,NULL,1,1,1,1,1,1,1,1,1,YES,BROBERTS@CLOUD9SERVICES.COM,1201 W Jackson St,Orlando,FL,32805,05/31/2021,0,MOB;SB;WOB;WOSB,CLOUD9SERV_59-3760134\2020,593760134,4.377777,4.800000,3.600000,4.733333,0.000000,20174a229296,3,0,12,N,,32078,3408797,0
J and J Drywall LLC,3412190,0,0,Georgia,05/10/2014,Do Not Use,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,djadeortega@gmail.com,33 Valley Road 2128,Valley,Alabama,36854,NULL,0,,JANDJDRYWA_46-2160942\2014,464091750,1.166666,1.166666,1.000000,1.333333,0.000000,14130r43661,0,0,1,N,,11055,3412190,150000
"Baker Triangle Prefab, Ltd.",3421799,4000000,8000000,Texas,05/12/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jrodriguez@bakertriangle.com,1301 Apollo Rd,Richardson,TX,75081,04/30/2023,9750,,BAKERTRIAN_46-3311635\2022,463311635,NULL,NULL,NULL,NULL,NULL,22132a294246,1,1,2,N,,37373,3421799,0
"Complete Industries, Inc. dba Complete Landscaping Service",3422980,650000,900000,"Washington, D.C.",07/21/2020,Negotiating,Div 32 - Sitework,8/6/2020,10/20/2020,4/27/2021,1,1,1,1,1,1,1,1,1,YES,szwolinski@completelandscapingservice.com,2410 NE Crain Highway,Bowie,Maryland,20716,04/30/2017,0,,COMPLETEIN_52-1748841\2020,521748841,NULL,NULL,NULL,NULL,NULL,20203a219726,3,0,5,N,,32262,3422980,0
"CLS Technology, Inc.",3425762,1250000,1750000,Texas,10/23/2020,Expired,Div 28 - Alarms and Surveillance,4/15/2021,4/29/2021,9/14/2021,1,1,1,1,1,1,1,1,1,YES,rwimberley@clstechnology.net,5206 E. 3rd St.,Katy,TX,77493,04/30/2021,0,HUbZone;SBE;WOSB,CLSTECHNOL_20-4056812\2020,204056812,NULL,NULL,NULL,NULL,NULL,20297a252466,4,0,6,N,,32786,3425762,0
Five Star Heating and Cooling Inc.,3429377,0,0,Georgia,06/27/2014,Do Not Use,Div 23 - HVAC,3/24/2020,NULL,NULL,1,1,1,1,1,1,1,1,1,YES,tedo@five-star.biz,1556 Simmsville Road,Alabaster,Alabama,35007,NULL,0,SB,FIVESTARHE_63-1177856\2014,631177856,1.000000,1.000000,1.000000,1.000000,0.000000,14178r44821,0,0,1,N,,11517,3429377,0
"Kenpat Central Florida, LLC",3436458,6000000,9000000,Florida,04/21/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,lchavez@kenpat.net,90 South Bradshaw Rd,Apopka,FL,32703,04/30/2024,0,,KENPATCENT_46-4840264\2022,464840264,3.804248,3.868421,3.428571,3.920000,4.000000,22111a301246,4,0,12,N,,36998,3436458,0
C.R. Dailey Electric Inc,3437315,3500000,6000000,Texas,02/28/2018,Expired,Div 16 - Electrical,3/21/2019,5/2/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,cdailey@daileyelectric.com,8330 Jones Road,College Station,Texas,77845,04/30/2019,0,,CRDAILEYEL_68-0545727\2018,680545727,4.041666,4.125000,4.000000,4.000000,0.000000,18059a143196,4,0,6,N,,24262,3437315,0
Contract Carpet Systems,3437333,1000000,1500000,"Washington, D.C.",11/03/2020,Expired,Div 09 - Finishes,6/3/2021,6/22/2021,8/6/2021,1,1,1,1,1,1,1,1,1,YES,rtarash@ccsfloors.com,10212 Southard Drive,Beltsville,MD,20705,04/30/2021,0,SB,CONTRACTCA_52-1135160\2020,521135160,NULL,NULL,NULL,NULL,NULL,20308a252686,0,0,1,N,,32833,3437333,0
"TCC Multi-Family Interiors, Inc.",3437340,2000000,4000000,Texas,05/10/2021,Expired,Div 10 - Specialties,4/6/2022,5/6/2022,12/13/2022,1,1,1,1,1,1,1,1,1,YES,day@texascontract.net,9340 Derrington Rd,Houston,TX,77064,04/30/2022,0,,TCCMULTIFA_76-0497861\2021,760497861,NULL,NULL,NULL,NULL,NULL,21130a274816,1,0,1,N,,34720,3437340,0
"Able Cable, Inc. dba ACI Communications",3440747,0,0,California,03182024,In Review,Div 27 - Communications,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,rramas@acicommunications.com,"5115 N Douglas Fir, Suite A",Calabasas,CA,91302,NULL,0,,ABLECABLEI_95-3901904\2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,N,,39277,3440747,0
"United General Contractors, Inc.",3446053,2500000,3500000,"Washington, D.C.",10/18/2022,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,cgwei@unitedgc.net,1232 4th Street NE,Washington,DC,20002,04/30/2023,282937,DBE;Fed SDB;Fed Small;MOB;S/DBE;SB;SBA;SBE;SDB,UNITEDGENE_52-1987599\2022,521987599,2.452500,2.160000,2.400000,1.750000,3.500000,22291a210606,4,1,6,N,,38472,3446053,0
Classic Commercial Exteriors Inc,3448810,0,0,Carolinas,05/06/2014,Negotiating,Div 07 - Thermal and Moisture Protection,11/28/2016,12/22/4016,5/29/2019,1,1,1,1,1,1,1,1,1,YES,jennifer@classiccommercialexteriors.com,1802 North Slappey Blvd.,Albany,Georgia,31701,NULL,0,WOB,CLASSICCOM_58-1806690\2014,581806690,NULL,NULL,NULL,NULL,NULL,14126r43511,0,0,1,Y,KWeber,11010,3448810,0
"Stafford Systems, Inc.",3448991,0,0,"Washington, D.C.",09/11/2018,Negotiating,Div 06 - Carpentry,9/12/2018,9/28/2018,4/28/2021,1,1,1,1,1,1,1,1,1,YES,robin.dennis@staffordsystemsinc.net,"9107 Industry Drive, Unit O",Manassas Park,VA,20111,NULL,0,SB,STAFFORDSY_54-1237089\2018,541237089,NULL,NULL,NULL,NULL,NULL,18254a173986,1,0,1,N,,26228,3448991,0
"Cavalier Fire Protection, LLC",3449004,0,0,"Washington, D.C.",NULL,Negotiating,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,birving@cavalierfire.com,17865 Fraley Boulevard,Dumfries,VA,22026,NULL,898301,,CAVALIERFI_82-3179887\2024,823179887,NULL,NULL,NULL,NULL,NULL,NULL,0,1,17,N,,39289,3449004,0
"Brother's Mechanical, Inc.",3449029,12500000,20000000,"Washington, D.C.",04/27/2022,Expired,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,accounting@hvaccomplete.com,8394 Terminal Rd,Lorton,VA,22079,04/30/2023,8140,MOB,BROTHERSME_54-2005499\2022,542005499,3.400000,4.000000,3.800000,3.800000,2.000000,22117a299496,4,1,10,N,,37110,3449029,0
"Sun Door and Trim, Inc.",3450913,750000,1000000,Arizona,03/31/2017,Expired,Div 08 - Doors and Windows,3/29/2018,5/22/2018,3/16/2020,1,1,1,1,1,1,1,1,1,Yes,estimating@sundoorandtrim.com,2631 N 37th Drive,Phoenix,AZ,85009,04/30/2018,0,SBE,SUNDOORAND_86-0687010\2017,860687010,NULL,NULL,NULL,NULL,NULL,NULL,0,0,21,N,,17169,3450913,0
"Gainesville Mechanical, Inc.",3453164,5000000,7000000,Georgia,04/21/2021,Expired,Div 15 - Mechanical,4/19/2022,6/8/2022,11/29/2022,1,1,1,1,1,1,1,1,1,YES,saracarmichael@gainesvillemechanical.com,2519 Monroe Drive,Gainesville,GA,30507,04/30/2022,0,,GAINESVILL_58-1871415\2021,581871415,2.680555,1.888888,3.666666,1.166666,4.000000,21111a271786,1,0,1,N,,34273,3453164,0
Titan Electric Company Inc.,3457224,2000000,3000000,Carolinas,07/16/2015,Expired,Div 16 - Electrical,8/31/2017,9/19/2017,1/4/2022,1,1,1,1,1,1,1,1,1,YES,ashley@titanelectric.com,2198 Wilkinson Blvd,Charlotte,North Carolina,28208,04/30/2016,0,,TITANELECT_26-4654280\2015,800885062,2.533333,2.300000,2.000000,2.500000,3.333333,15197r44951,1,0,1,Y,KWeber,16965,3457224,0
"Parking Guidance Systems, LLC",3458486,500000,500000,Texas,05/26/2022,Expired,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,derek@parkingguidancesystems.com,"1811 First Oaks St, Suite 100",Richmond,TX,77406,04/30/2024,13945,HUbZone;WOB,PARKINGGUI_46-3001250\2022b,463001250,NULL,NULL,NULL,NULL,NULL,22146a307186,1,1,1,N,,37562,3458486,0
Beard Integrated Systems Inc.,3458839,0,0,Texas,04/20/2021,Expired,Div 15 - Mechanical,8/4/2022,10/6/2022,12/14/2022,1,1,1,1,1,1,1,1,1,YES,cwebb@beardint.com,11245 Indian Trail,Dallas,TX,75229,06/30/2022,0,,BEARDINTEG_75-1002171\2022,751002171,NULL,NULL,NULL,NULL,NULL,21110a246766,3,0,1,N,,34236,3458839,3500000
"Price Demolition, LLC",3459757,500000,750000,Georgia,04/04/2019,Expired,Div 02 - Site Conditions,4/5/2019,4/23/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,PRICESONS@HOTMAIL.COM,2870 PEACHTREE ROAD NW STE 305,ATLANTA,GA,30305,04/30/2019,0,,PRICEDEMOL_27-3430042\2018,273430042,4.083333,4.250000,4.000000,4.000000,0.000000,19094a195876,2,0,4,N,,27790,3459757,0
"AZ Construction Inc., dba Ace Fence Company",3460937,3000000,5000000,California,04/29/2022,Finaled,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,moronia@acefencecompany.com,727 Glendora Ave.,La Puente,CA,91744,04/30/2025,1437060,DBE;MOB;SBE;WOB,AZCONSTRUC_95-4882393\2022,954882393,NULL,NULL,NULL,NULL,NULL,22119a303486,4,4,7,N,,37186,3460937,0
Northwest Asphalt Inc,3461570,2500000,5000000,Carolinas,05/06/2015,Negotiating,Div 02 - Site Conditions,8/31/2017,9/19/2017,6/10/2019,1,1,1,1,1,1,1,1,1,YES,tonyk@nwasphalt.net,1451 Stagecoach Road,Shakopee,Minnesota,55379,04/30/2016,0,,NORTHWESTA_41-1321372\2015,411321372,4.888888,5.000000,5.000000,4.666666,0.000000,15126r48891,1,0,2,N,,15955,3461570,0
"George J. Igel & Co., Inc.",3461573,10000000,15000000,All Other Locations,03/31/2022,Finaled,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,christy.gutridge@igelco.com,2040 Alum Creek Drive,Columbus,OH,43207,04/30/2025,0,,GEORGEJIGE_31-4214570\2021,314214570,NULL,NULL,NULL,NULL,NULL,22090a296656,0,0,3,N,,36630,3461573,0
California Sheet Metal,3461904,5000000,7000000,California,04/13/2022,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@califsheetmetal.com,1020 N. Marshall Ave,El Cajon,CA,92020,04/30/2025,0,Fed Small;SB,CALIFORNIA_95-2043027\2022,952043027,NULL,NULL,NULL,NULL,NULL,22103a298786,2,0,3,N,,36865,3461904,0
Swaggart Brothers Inc.,3462197,7000000,14000000,Oregon,06/16/2020,Expired,Div 02 - Site Conditions,4/5/2021,5/6/2021,2/28/2023,1,1,1,1,1,1,1,1,1,YES,brie.vancleave@woodplc.com,31989 Feedville Road,Stanfield,OR,97875,05/31/2021,0,,SWAGGARTBR_61-1424490\2020,611424490,3.963085,4.109170,3.750000,4.073170,3.920000,20168a243656,4,0,118,N,,32023,3462197,0
"Capital City Glass, Inc.",3462200,750000,750000,Georgia,04/28/2022,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Brad@capitalcityglass.com,315 Hurricane Shoals Road NE,Lawrenceville,GA,30046,04/30/2024,0,,CAPITALCIT_58-1477959\2022,581477959,3.108973,2.961538,2.846153,2.961538,3.666666,22118a303206,4,0,7,N,,37140,3462200,0
"United Structures of Georgia, LLC",3462784,500000,750000,Georgia,08/19/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Sales.UnitedStructures@unitedstructures.net,153 Wight Road,Cairo,GA,39828,04/30/2023,0,Fed HUB,UNITEDSTRU_87-2264089\2022,208339932,NULL,NULL,NULL,NULL,NULL,22231a313296,1,0,1,N,,38160,3462784,0
